D:\datasets\UCF-Crime\videos\Arson\Arson014_x264.mp4 2
D:\datasets\UCF-Crime\videos\Arson\Arson015_x264.mp4 2
D:\datasets\UCF-Crime\videos\Arson\Arson016_x264.mp4 2
D:\datasets\UCF-Crime\videos\Arson\Arson017_x264.mp4 2
D:\datasets\UCF-Crime\videos\Arson\Arson018_x264.mp4 2
D:\datasets\UCF-Crime\videos\Arson\Arson019_x264.mp4 2
D:\datasets\UCF-Crime\videos\Arson\Arson020_x264.mp4 2
D:\datasets\UCF-Crime\videos\Arson\Arson021_x264.mp4 2
D:\datasets\UCF-Crime\videos\Arson\Arson022_x264.mp4 2
D:\datasets\UCF-Crime\videos\Arson\Arson023_x264.mp4 2
D:\datasets\UCF-Crime\videos\Arson\Arson024_x264.mp4 2
D:\datasets\UCF-Crime\videos\Arson\Arson025_x264.mp4 2
D:\datasets\UCF-Crime\videos\Arson\Arson026_x264.mp4 2
D:\datasets\UCF-Crime\videos\Arson\Arson027_x264.mp4 2
D:\datasets\UCF-Crime\videos\Arson\Arson028_x264.mp4 2
D:\datasets\UCF-Crime\videos\Arson\Arson029_x264.mp4 2
D:\datasets\UCF-Crime\videos\Arson\Arson030_x264.mp4 2
D:\datasets\UCF-Crime\videos\Arson\Arson031_x264.mp4 2
D:\datasets\UCF-Crime\videos\Arson\Arson032_x264.mp4 2
D:\datasets\UCF-Crime\videos\Arson\Arson034_x264.mp4 2
D:\datasets\UCF-Crime\videos\Arson\Arson035_x264.mp4 2
D:\datasets\UCF-Crime\videos\Arson\Arson036_x264.mp4 2
D:\datasets\UCF-Crime\videos\Arson\Arson037_x264.mp4 2
D:\datasets\UCF-Crime\videos\Arson\Arson038_x264.mp4 2
D:\datasets\UCF-Crime\videos\Arson\Arson039_x264.mp4 2
D:\datasets\UCF-Crime\videos\Arson\Arson040_x264.mp4 2
D:\datasets\UCF-Crime\videos\Arson\Arson041_x264.mp4 2
D:\datasets\UCF-Crime\videos\Arson\Arson042_x264.mp4 2
D:\datasets\UCF-Crime\videos\Arson\Arson044_x264.mp4 2
D:\datasets\UCF-Crime\videos\Arson\Arson045_x264.mp4 2
D:\datasets\UCF-Crime\videos\Arson\Arson046_x264.mp4 2
D:\datasets\UCF-Crime\videos\Arson\Arson047_x264.mp4 2
D:\datasets\UCF-Crime\videos\Arson\Arson048_x264.mp4 2
D:\datasets\UCF-Crime\videos\Arson\Arson049_x264.mp4 2
D:\datasets\UCF-Crime\videos\Arson\Arson050_x264.mp4 2
D:\datasets\UCF-Crime\videos\Arson\Arson051_x264.mp4 2
D:\datasets\UCF-Crime\videos\Arson\Arson052_x264.mp4 2
D:\datasets\UCF-Crime\videos\Arson\Arson053_x264.mp4 2
D:\datasets\UCF-Crime\videos\Assault\Assault013_x264.mp4 3
D:\datasets\UCF-Crime\videos\Assault\Assault014_x264.mp4 3
D:\datasets\UCF-Crime\videos\Assault\Assault015_x264.mp4 3
D:\datasets\UCF-Crime\videos\Assault\Assault016_x264.mp4 3
D:\datasets\UCF-Crime\videos\Assault\Assault017_x264.mp4 3
D:\datasets\UCF-Crime\videos\Assault\Assault018_x264.mp4 3
D:\datasets\UCF-Crime\videos\Assault\Assault019_x264.mp4 3
D:\datasets\UCF-Crime\videos\Assault\Assault020_x264.mp4 3
D:\datasets\UCF-Crime\videos\Assault\Assault022_x264.mp4 3
D:\datasets\UCF-Crime\videos\Assault\Assault023_x264.mp4 3
D:\datasets\UCF-Crime\videos\Assault\Assault024_x264.mp4 3
D:\datasets\UCF-Crime\videos\Assault\Assault025_x264.mp4 3
D:\datasets\UCF-Crime\videos\Assault\Assault026_x264.mp4 3
D:\datasets\UCF-Crime\videos\Assault\Assault027_x264.mp4 3
D:\datasets\UCF-Crime\videos\Assault\Assault028_x264.mp4 3
D:\datasets\UCF-Crime\videos\Assault\Assault029_x264.mp4 3
D:\datasets\UCF-Crime\videos\Assault\Assault030_x264.mp4 3
D:\datasets\UCF-Crime\videos\Assault\Assault031_x264.mp4 3
D:\datasets\UCF-Crime\videos\Assault\Assault032_x264.mp4 3
D:\datasets\UCF-Crime\videos\Assault\Assault033_x264.mp4 3
D:\datasets\UCF-Crime\videos\Assault\Assault034_x264.mp4 3
D:\datasets\UCF-Crime\videos\Assault\Assault035_x264.mp4 3
D:\datasets\UCF-Crime\videos\Assault\Assault036_x264.mp4 3
D:\datasets\UCF-Crime\videos\Assault\Assault037_x264.mp4 3
D:\datasets\UCF-Crime\videos\Assault\Assault038_x264.mp4 3
D:\datasets\UCF-Crime\videos\Assault\Assault039_x264.mp4 3
D:\datasets\UCF-Crime\videos\Assault\Assault040_x264.mp4 3
D:\datasets\UCF-Crime\videos\Assault\Assault041_x264.mp4 3
D:\datasets\UCF-Crime\videos\Assault\Assault042_x264.mp4 3
D:\datasets\UCF-Crime\videos\Assault\Assault044_x264.mp4 3
D:\datasets\UCF-Crime\videos\Assault\Assault045_x264.mp4 3
D:\datasets\UCF-Crime\videos\Assault\Assault046_x264.mp4 3
D:\datasets\UCF-Crime\videos\Assault\Assault047_x264.mp4 3
D:\datasets\UCF-Crime\videos\Assault\Assault048_x264.mp4 3
D:\datasets\UCF-Crime\videos\Assault\Assault049_x264.mp4 3
D:\datasets\UCF-Crime\videos\Assault\Assault050_x264.mp4 3
D:\datasets\UCF-Crime\videos\Assault\Assault051_x264.mp4 3
D:\datasets\UCF-Crime\videos\Assault\Assault052_x264.mp4 3
D:\datasets\UCF-Crime\videos\Explosion\Explosion013_x264.mp4 2
D:\datasets\UCF-Crime\videos\Explosion\Explosion014_x264.mp4 2
D:\datasets\UCF-Crime\videos\Explosion\Explosion015_x264.mp4 2
D:\datasets\UCF-Crime\videos\Explosion\Explosion016_x264.mp4 2
D:\datasets\UCF-Crime\videos\Explosion\Explosion017_x264.mp4 2
D:\datasets\UCF-Crime\videos\Explosion\Explosion018_x264.mp4 2
D:\datasets\UCF-Crime\videos\Explosion\Explosion019_x264.mp4 2
D:\datasets\UCF-Crime\videos\Explosion\Explosion020_x264.mp4 2
D:\datasets\UCF-Crime\videos\Explosion\Explosion021_x264.mp4 2
D:\datasets\UCF-Crime\videos\Explosion\Explosion022_x264.mp4 2
D:\datasets\UCF-Crime\videos\Explosion\Explosion023_x264.mp4 2
D:\datasets\UCF-Crime\videos\Explosion\Explosion024_x264.mp4 2
D:\datasets\UCF-Crime\videos\Explosion\Explosion025_x264.mp4 2
D:\datasets\UCF-Crime\videos\Explosion\Explosion026_x264.mp4 2
D:\datasets\UCF-Crime\videos\Explosion\Explosion027_x264.mp4 2
D:\datasets\UCF-Crime\videos\Explosion\Explosion028_x264.mp4 2
D:\datasets\UCF-Crime\videos\Explosion\Explosion029_x264.mp4 2
D:\datasets\UCF-Crime\videos\Explosion\Explosion030_x264.mp4 2
D:\datasets\UCF-Crime\videos\Explosion\Explosion032_x264.mp4 2
D:\datasets\UCF-Crime\videos\Explosion\Explosion033_x264.mp4 2
D:\datasets\UCF-Crime\videos\Explosion\Explosion034_x264.mp4 2
D:\datasets\UCF-Crime\videos\Explosion\Explosion035_x264.mp4 2
D:\datasets\UCF-Crime\videos\Explosion\Explosion036_x264.mp4 2
D:\datasets\UCF-Crime\videos\Explosion\Explosion037_x264.mp4 2
D:\datasets\UCF-Crime\videos\Explosion\Explosion038_x264.mp4 2
D:\datasets\UCF-Crime\videos\Explosion\Explosion039_x264.mp4 2
D:\datasets\UCF-Crime\videos\Explosion\Explosion040_x264.mp4 2
D:\datasets\UCF-Crime\videos\Explosion\Explosion041_x264.mp4 2
D:\datasets\UCF-Crime\videos\Explosion\Explosion042_x264.mp4 2
D:\datasets\UCF-Crime\videos\Explosion\Explosion043_x264.mp4 2
D:\datasets\UCF-Crime\videos\Explosion\Explosion044_x264.mp4 2
D:\datasets\UCF-Crime\videos\Explosion\Explosion045_x264.mp4 2
D:\datasets\UCF-Crime\videos\Explosion\Explosion046_x264.mp4 2
D:\datasets\UCF-Crime\videos\Explosion\Explosion047_x264.mp4 2
D:\datasets\UCF-Crime\videos\Explosion\Explosion048_x264.mp4 2
D:\datasets\UCF-Crime\videos\Explosion\Explosion050_x264.mp4 2
D:\datasets\UCF-Crime\videos\Explosion\Explosion051_x264.mp4 2
D:\datasets\UCF-Crime\videos\Explosion\Explosion052_x264.mp4 2
D:\datasets\UCF-Crime\videos\Fighting\Fighting014_x264.mp4 3
D:\datasets\UCF-Crime\videos\Fighting\Fighting015_x264.mp4 3
D:\datasets\UCF-Crime\videos\Fighting\Fighting016_x264.mp4 3
D:\datasets\UCF-Crime\videos\Fighting\Fighting017_x264.mp4 3
D:\datasets\UCF-Crime\videos\Fighting\Fighting018_x264.mp4 3
D:\datasets\UCF-Crime\videos\Fighting\Fighting019_x264.mp4 3
D:\datasets\UCF-Crime\videos\Fighting\Fighting020_x264.mp4 3
D:\datasets\UCF-Crime\videos\Fighting\Fighting021_x264.mp4 3
D:\datasets\UCF-Crime\videos\Fighting\Fighting022_x264.mp4 3
D:\datasets\UCF-Crime\videos\Fighting\Fighting023_x264.mp4 3
D:\datasets\UCF-Crime\videos\Fighting\Fighting024_x264.mp4 3
D:\datasets\UCF-Crime\videos\Fighting\Fighting025_x264.mp4 3
D:\datasets\UCF-Crime\videos\Fighting\Fighting026_x264.mp4 3
D:\datasets\UCF-Crime\videos\Fighting\Fighting027_x264.mp4 3
D:\datasets\UCF-Crime\videos\Fighting\Fighting028_x264.mp4 3
D:\datasets\UCF-Crime\videos\Fighting\Fighting029_x264.mp4 3
D:\datasets\UCF-Crime\videos\Fighting\Fighting030_x264.mp4 3
D:\datasets\UCF-Crime\videos\Fighting\Fighting031_x264.mp4 3
D:\datasets\UCF-Crime\videos\Fighting\Fighting032_x264.mp4 3
D:\datasets\UCF-Crime\videos\Fighting\Fighting033_x264.mp4 3
D:\datasets\UCF-Crime\videos\Fighting\Fighting034_x264.mp4 3
D:\datasets\UCF-Crime\videos\Fighting\Fighting035_x264.mp4 3
D:\datasets\UCF-Crime\videos\Fighting\Fighting036_x264.mp4 3
D:\datasets\UCF-Crime\videos\Fighting\Fighting037_x264.mp4 3
D:\datasets\UCF-Crime\videos\Fighting\Fighting038_x264.mp4 3
D:\datasets\UCF-Crime\videos\Fighting\Fighting039_x264.mp4 3
D:\datasets\UCF-Crime\videos\Fighting\Fighting040_x264.mp4 3
D:\datasets\UCF-Crime\videos\Fighting\Fighting041_x264.mp4 3
D:\datasets\UCF-Crime\videos\Fighting\Fighting042_x264.mp4 3
D:\datasets\UCF-Crime\videos\Fighting\Fighting043_x264.mp4 3
D:\datasets\UCF-Crime\videos\Fighting\Fighting044_x264.mp4 3
